id,display,displayAddition1,displayAddition2,filterDatePoint_mv,filterDateRange_mv,filterDigital,filterLanguage_mv,filterMedium_mv,filterSource,filterType_mv,identifier_id_mv,identifier_type_mv,issn_mv,publicationHistory,publisherOriginalLocation_mv,publisherOriginalText_mv,relation_id_mv,relation_text_mv,relation_type_mv,schemaVersion,source,textualHolding_mv,title,usageRestriction,website_description_mv,website_url_mv
EZB64787,Journal of the History of Philosophy,"via PAO, 1 (1963) - 33 (1995)",Volltext (Elektronische Zeitschriftenbibliothek),1963-01-01T00:00:00Z␟1995-01-01T00:00:00Z,[1963 TO 1995],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2066660-3,572z,1538-4586,1 (1963) - 33 (1995),"Baltimore, Md.",via PAO,,,,0.16.0,AK,1 (1963) - 33 (1995),Journal of the History of Philosophy,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2066660&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1819866
EZB64789,"Journal of Value Inquiry, The","via PAO, 1 (1967) - 29 (1995)",Volltext (Elektronische Zeitschriftenbibliothek),1967-01-01T00:00:00Z␟1995-01-01T00:00:00Z,[1967 TO 1995],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2009877-7,572z,1573-0492,1 (1967) - 29 (1995),"[Erscheinungsort nicht ermittelbar]; Dordrecht [u.a.]; Getzville, NY",via PAO,,,,0.16.0,AK,1 (1967) - 29 (1995),"Journal of Value Inquiry, The",benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2009877&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1819770
EZB64791,Kant-Studien,"via PAO, 1 (1897) - 86 (1995)",Volltext (Elektronische Zeitschriftenbibliothek),1897-01-01T00:00:00Z␟1995-01-01T00:00:00Z,[1897 TO 1995],True,Deutsch␟Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2049354-X,572z,1613-1134,1 (1897) - 86 (1995),Berlin,via PAO,AK00003187,Kant-Studien : philosophische Zeitschrift der Kant-Gesellschaft,Erscheint auch als Druck-Ausgabe,0.16.0,AK,1 (1897) - 86 (1995),Kant-Studien,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2049354&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1817983
EZB64796,Lion and the Unicorn : A Critical Journal of Children's Literature,"via PAO, 1 (1977) - 19 (1995)",Volltext (Elektronische Zeitschriftenbibliothek),1977-01-01T00:00:00Z␟1995-01-01T00:00:00Z,[1977 TO 1995],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,1481000-1,572z,1080-6563,1 (1977) - 19 (1995),"Baltimore, Md.",via PAO,,,,0.16.0,AK,1 (1977) - 19 (1995),Lion and the Unicorn : A Critical Journal of Children's Literature,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?1481000&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1819801
EZB64797,Literary Review : An International Journal of Contemporary Writing,"via PAO, 1 (1957) - 39 (1996)",Volltext (Elektronische Zeitschriftenbibliothek),1957-01-01T00:00:00Z␟1996-01-01T00:00:00Z,[1957 TO 1996],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2066696-2,572z,,1 (1957) - 39 (1996),"Madison, N.J.",via PAO,AK00005934,The literary review : an internat. journal of contemporary writing,Erscheint auch als Druck-Ausgabe,0.16.0,AK,1 (1957) - 39 (1996),Literary Review : An International Journal of Contemporary Writing,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2066696&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1819093
EZB64798,Literature and History,"via PAO, 1 (1975) - 4 (1995)",Volltext (Elektronische Zeitschriftenbibliothek),1975-01-01T00:00:00Z␟1995-01-01T00:00:00Z,[1975 TO 1995],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,1491353-7,572z,2050-4594,1 (1975) - 4 (1995),London; Manchester,via PAO,,,,0.16.0,AK,1 (1975) - 4 (1995),Literature and History,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?1491353&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1818212
EZB64804,Medium Aevum,"via PAO, 1 (1932) - 64 (1995)",Volltext (Elektronische Zeitschriftenbibliothek),1932-01-01T00:00:00Z␟1995-01-01T00:00:00Z,[1932 TO 1995],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2066737-1,572z,2398-1423,1 (1932) - 64 (1995),Oxford,via PAO,,,,0.16.0,AK,1 (1932) - 64 (1995),Medium Aevum,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2066737&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1819162
EZB64810,Modern Fiction Studies (MFS),"via PAO, 1 (1955) - 41 (1995)",Volltext (Elektronische Zeitschriftenbibliothek),1955-01-01T00:00:00Z␟1995-01-01T00:00:00Z,[1955 TO 1995],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,1481155-8,572z,1080-658X,1 (1955) - 41 (1995),"Baltimore, Md.",via PAO,AK00004963,Modern fiction studies : MFS,Erscheint auch als Druck-Ausgabe,0.16.0,AK,1 (1955) - 41 (1995),Modern Fiction Studies (MFS),benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?1481155&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1821080
EZB64811,Modern Language Review,"Modern Humanities Research Association (MHRA) ; via PAO, 1 (1905) - 90 (1995)",Volltext (Elektronische Zeitschriftenbibliothek),1905-01-01T00:00:00Z␟1995-01-01T00:00:00Z,[1905 TO 1995],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2046590-7,572z,2222-4319,1 (1905) - 90 (1995),London,Modern Humanities Research Association (MHRA) ; via PAO,AK00004279,The modern language review : MLR,Erscheint auch als Druck-Ausgabe,0.16.0,AK,1 (1905) - 90 (1995),Modern Language Review,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2046590&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1819145
EZB64813,Mosaic: A Journal for the Interdisciplinary Study of Literature and Ideas,"via PAO, 1 (1967) - 28 (1995)",Volltext (Elektronische Zeitschriftenbibliothek),1967-01-01T00:00:00Z␟1995-01-01T00:00:00Z,[1967 TO 1995],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2066774-7,572z,1925-5683,1 (1967) - 28 (1995),Winnipeg,via PAO,AK00003258,Mosaic : a journal for the interdisciplinary study of literature,Erscheint auch als Druck-Ausgabe,0.16.0,AK,1 (1967) - 28 (1995),Mosaic: A Journal for the Interdisciplinary Study of Literature and Ideas,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2066774&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1817276
EZB64815,Natural Language & Linguistic Theory,"via PAO, 1 (1983) - 13 (1995)",Volltext (Elektronische Zeitschriftenbibliothek),1983-01-01T00:00:00Z␟1995-01-01T00:00:00Z,[1983 TO 1995],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2017587-5,572z,1573-0859,1 (1983) - 13 (1995),Dordrecht [u.a.],via PAO,,,,0.16.0,AK,1 (1983) - 13 (1995),Natural Language & Linguistic Theory,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2017587&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1818348
EZB64817,Neophilologus: An International Journal of Modern and Mediaeval Language and Literature,"via PAO, 1 (1915) - 79 (1995)",Volltext (Elektronische Zeitschriftenbibliothek),1915-01-01T00:00:00Z␟1995-01-01T00:00:00Z,[1915 TO 1995],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2019538-2,572z,1572-8668,1 (1915) - 79 (1995),Dordrecht [u.a.],via PAO,AK00005013,Neophilologus : an international journal of modern and mediaeval language and literature,Erscheint auch als Druck-Ausgabe,0.16.0,AK,1 (1915) - 79 (1995),Neophilologus: An International Journal of Modern and Mediaeval Language and Literature,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2019538&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1817933
EZB64821,New Literary History (-2000),"via PAO, 1 (1969) - 26 (1995)",Volltext (Elektronische Zeitschriftenbibliothek),1969-01-01T00:00:00Z␟1995-01-01T00:00:00Z,[1969 TO 1995],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,1481175-3,572z,1080-661X,1 (1969) - 26 (1995),"Baltimore, Md.",via PAO,AK00003374,New literary history : NLH ; a journal of theory and interpretation,Erscheint auch als Druck-Ausgabe,0.16.0,AK,1 (1969) - 26 (1995),New Literary History (-2000),benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?1481175&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1820997
EZB64840,Philological Quarterly,"via PAO, 1 (1922) - 74 (1995)",Volltext (Elektronische Zeitschriftenbibliothek),1922-01-01T00:00:00Z␟1995-01-01T00:00:00Z,[1922 TO 1995],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2066886-7,572z,2169-5342,1 (1922) - 74 (1995),"Iowa City, Iowa",via PAO,AK01227993,Philological quarterly : PQ,Erscheint auch als Druck-Ausgabe,0.16.0,AK,1 (1922) - 74 (1995),Philological Quarterly,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2066886&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1816494
EZB64842,Philosophical Studies: An International Journal for Philosophy in the Analytic Tradition,"via PAO, 1 (1950) - 80 (1995)",Volltext (Elektronische Zeitschriftenbibliothek),1950-01-01T00:00:00Z␟1995-01-01T00:00:00Z,[1950 TO 1995],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2008947-8,572z,1573-0883,1 (1950) - 80 (1995),Dordrecht [u.a.],via PAO,,,,0.16.0,AK,1 (1950) - 80 (1995),Philosophical Studies: An International Journal for Philosophy in the Analytic Tradition,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2008947&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1818347
EZB64843,Philosophy and Literature,"via PAO, 1 (1976) - 19 (1995)",Volltext (Elektronische Zeitschriftenbibliothek),1976-01-01T00:00:00Z␟1995-01-01T00:00:00Z,[1976 TO 1995],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,1473741-3,572z,1086-329X,1 (1976) - 19 (1995),"Baltimore, Md.",via PAO,,,,0.16.0,AK,1 (1976) - 19 (1995),Philosophy and Literature,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?1473741&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1819800
EZB64844,Philosophy East and West,"via PAO, 1 (1951) - 45 (1995)",Volltext (Elektronische Zeitschriftenbibliothek),1951-01-01T00:00:00Z␟1995-01-01T00:00:00Z,[1951 TO 1995],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2066890-9,572z,1529-1898,1 (1951) - 45 (1995),Honolulu,via PAO,,,,0.16.0,AK,1 (1951) - 45 (1995),Philosophy East and West,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2066890&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1820847
EZB64845,Philosophy of the Social Sciences,"via PAO, 1 (1971) - 25 (1995)",Volltext (Elektronische Zeitschriftenbibliothek),1971-01-01T00:00:00Z␟1995-01-01T00:00:00Z,[1971 TO 1995],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,1494070-X,572z,1552-7441,1 (1971) - 25 (1995),"Thousand Oaks, Calif. [u.a.]",via PAO,,,,0.16.0,AK,1 (1971) - 25 (1995),Philosophy of the Social Sciences,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?1494070&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1816643
EZB64846,Philosophy Today: A Quarterly Survey of Trends and Research in Philosophy Directed to the Interests of Scholars and Teachers Within the Christian Tradition,"via PAO, 1 (1957) - 39 (1995)",Volltext (Elektronische Zeitschriftenbibliothek),1957-01-01T00:00:00Z␟1995-01-01T00:00:00Z,[1957 TO 1995],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2066892-2,572z,2329-8596,1 (1957) - 39 (1995),"[Erscheinungsort nicht ermittelbar]; Carthagena, Ohio; Chicago, Ill.",via PAO,,,,0.16.0,AK,1 (1957) - 39 (1995),Philosophy Today: A Quarterly Survey of Trends and Research in Philosophy Directed to the Interests of Scholars and Teachers Within the Christian Tradition,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2066892&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1820983
EZB64847,Phronesis,"via PAO, 1 (1955) - 40 (1995)",Volltext (Elektronische Zeitschriftenbibliothek),1955-01-01T00:00:00Z␟1995-01-01T00:00:00Z,[1955 TO 1995],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2036943-8,572z,1568-5284,1 (1955) - 40 (1995),Leiden [u.a.],via PAO,,,,0.16.0,AK,1 (1955) - 40 (1995),Phronesis,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2036943&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1817886
EZB64848,Ploughshares,"via PAO, 1 (1971) - 21 (1995)",Volltext (Elektronische Zeitschriftenbibliothek),1971-01-01T00:00:00Z␟1995-01-01T00:00:00Z,[1971 TO 1995],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2067248-2,572z,2162-0903,1 (1971) - 21 (1995),"Cambridge, Mass.",via PAO,,,,0.16.0,AK,1 (1971) - 21 (1995),Ploughshares,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2067248&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1816700
EZB64858,Prooftexts : A Journal of Jewish Literary History,"via PAO, 1 (1981) - 15 (1995)",Volltext (Elektronische Zeitschriftenbibliothek),1981-01-01T00:00:00Z␟1995-01-01T00:00:00Z,[1981 TO 1995],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2021161-2,572z,1086-3311,1 (1981) - 15 (1995),"Bloomington, IN",via PAO,,,,0.16.0,AK,1 (1981) - 15 (1995),Prooftexts : A Journal of Jewish Literary History,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2021161&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1821429
EZB64864,Renascence : Essays on Values in Literatur,"via PAO, 1 (1948) - 48 (1996)",Volltext (Elektronische Zeitschriftenbibliothek),1948-01-01T00:00:00Z␟1996-01-01T00:00:00Z,[1948 TO 1996],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2066963-X,572z,2329-8626,1 (1948) - 48 (1996),"Milwaukee [u.a.]; Milwaukee, Wis.",via PAO,AK00004811,Renascence : essays on values in literature,Erscheint auch als Druck-Ausgabe,0.16.0,AK,1 (1948) - 48 (1996),Renascence : Essays on Values in Literatur,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2066963&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1821460
EZB64865,Research in Phenomenology,"via PAO, 1 (1971) - 25 (1995)",Volltext (Elektronische Zeitschriftenbibliothek),1971-01-01T00:00:00Z␟1995-01-01T00:00:00Z,[1971 TO 1995],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2057792-8,572z,1569-1640,1 (1971) - 25 (1995),Leiden,via PAO,AK00179244,Research in phenomenology,Erscheint auch als Druck-Ausgabe,0.16.0,AK,1 (1971) - 25 (1995),Research in Phenomenology,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2057792&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1819166
EZB64869,"Review of Metaphysics, The","via PAO, 1 (1947) - 48 (1995)",Volltext (Elektronische Zeitschriftenbibliothek),1947-01-01T00:00:00Z␟1995-01-01T00:00:00Z,[1947 TO 1995],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2066970-7,572z,2154-1302,1 (1947) - 48 (1995),"Washington, DC",via PAO,,,,0.16.0,AK,1 (1947) - 48 (1995),"Review of Metaphysics, The",benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2066970&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1821051
EZB64872,Revista de Filosofía,"via PAO, 1 (1942) - 9 (1986)",Volltext (Elektronische Zeitschriftenbibliothek),1942-01-01T00:00:00Z␟1986-01-01T00:00:00Z,[1942 TO 1986],True,Spanisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2210115-9,572z,1988-284X,1 (1942) - 9 (1986),Madrid,via PAO,,,,0.16.0,AK,1 (1942) - 9 (1986),Revista de Filosofía,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2210115&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1817831
EZB64874,Revista de Literatura,"via PAO, 1 (1952) - 57 (1995)",Volltext (Elektronische Zeitschriftenbibliothek),1952-01-01T00:00:00Z␟1995-01-01T00:00:00Z,[1952 TO 1995],True,Spanisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2231403-9,572z,1988-4192,1 (1952) - 57 (1995),Madrid,via PAO,,,,0.16.0,AK,1 (1952) - 57 (1995),Revista de Literatura,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2231403&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1817792
EZB64876,Revue de Littérature Comparée,"via PAO, 1 (1921) - 69 (1995)",Volltext (Elektronische Zeitschriftenbibliothek),1921-01-01T00:00:00Z␟1995-01-01T00:00:00Z,[1921 TO 1995],True,Französisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2231408-8,572z,1965-0264,1 (1921) - 69 (1995),Paris,via PAO,AK00004889,Revue de littérature comparée : RLC,Erscheint auch als Druck-Ausgabe,0.16.0,AK,1 (1921) - 69 (1995),Revue de Littérature Comparée,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2231408&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1817815
EZB6488,"Medicine, Health Care and Philosophy","Springer Nature, 1 (1998) - 5 (2002)",Volltext (Elektronische Zeitschriftenbibliothek),1998-01-01T00:00:00Z␟2002-01-01T00:00:00Z,[1998 TO 2002],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2003695-4,572z,1572-8633,1 (1998) - 5 (2002),"Getzville, NY; Dordrecht [u.a.]",Springer Nature,,,,0.16.0,AK,1 (1998) - 5 (2002),"Medicine, Health Care and Philosophy",benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2003695&bibid=DLA␟https://link.springer.com/journal/11019
EZB64880,Rhetorica,"via PAO, 1 (1983) - 13 (1995)",Volltext (Elektronische Zeitschriftenbibliothek),1983-01-01T00:00:00Z␟1995-01-01T00:00:00Z,[1983 TO 1995],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2047573-1,572z,1533-8541,1 (1983) - 13 (1995),"[Baltimore, Md.]; Berkeley, Calif.",via PAO,,,,0.16.0,AK,1 (1983) - 13 (1995),Rhetorica,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2047573&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1818533
EZB64888,Scandinavian Studies,"via PAO, 1 (1911) - 67 (1995)",Volltext (Elektronische Zeitschriftenbibliothek),1911-01-01T00:00:00Z␟1995-01-01T00:00:00Z,[1911 TO 1995],True,Englisch,Zeitschrift,Elektronische Zeitschriftenbibliothek,Gedrucktes,2066989-6,572z,2163-8195,1 (1911) - 67 (1995),"[Madison, WI]; Menasha, Wis.; Lawrence, Kan. [u.a.]; Provo, Utah; Champaign, IL",via PAO,AK01228158,Scandinavian studies : publications of the Society for the Advancement of Scandinavian Study,Erscheint auch als Druck-Ausgabe,0.16.0,AK,1 (1911) - 67 (1995),Scandinavian Studies,benutzbar,Volltext (EZB)␟Volltext (Verlag),http://ezb.uni-regensburg.de/?2066989&bibid=DLA␟https://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1816647
