source,field,type,description,count,percent,items,unique,most_frequent_value
KS,predecessor_display_mv,texts,aus KS display,5172,4 %,5538,5439,['Université <Paris>']
KS,predecessor_id_mv,strings,,5172,4 %,5538,5442,['KS00031156']
KS,reference_text_mv,texts,,20890,16 %,28119,7182,['GND']
KS,reference_type_mv,strings,,17571,13 %,24289,6,['positiv']
KS,relation_comment_mv,texts,,1176,1 %,6391,971,['gegründet durch']
KS,relation_id_mv,strings,,41609,32 %,163697,78919,['KS00017343']
KS,relation_text_mv,texts,,42100,32 %,164264,83313,['Berlin']
KS,relation_type_mv,strings,,42115,32 %,164279,48,"['Sitz, Ort']"
KS,schemaVersion,string,,131617,100 %,131617,1,1.0.0
KS,searchBoost,float,Gewichtung Relevanzranking,131617,100 %,131617,1,0.5
KS,searchDate_mv,strings,Suche nach Datumsangaben in der Form TT.MM.JJJJ,16599,13 %,30395,10577,['2012']
KS,searchEntity_id_mv,strings,IDs der Normdaten-Verweise,131617,100 %,131617,131617,KS00170590
KS,searchEntityScore,int,Anzahl der Verweise auf den Normdatensatz,131617,100 %,131617,581,2
KS,searchSuggestPayload,string,ID und Anzeigetitel für Suggester (Trennzeichen: ␝),131617,100 %,131617,131617,"KS00086954␝Institutum Iudaicum Delitzschianum <Münster, Westfalen>"
KS,searchSuggestTerm_mv,strings,Suchbegriffe für Suggester,131617,100 %,354374,294726,"['Stadtarchiv', 'Stadtarchiv']"
KS,seeAlso_display_mv,texts,aus KS display,89,0 %,119,90,['S. Fischer-Verlag']
KS,seeAlso_id_mv,strings,,89,0 %,119,90,['KS00131373']
KS,source,string,,131617,100 %,131617,1,KS
KS,statusCataloging,string,,11903,9 %,11903,6,Andere Ansetzung
KS,successor_display_mv,texts,aus KS display,4734,4 %,4878,4662,['Baden-Württemberg / Statistisches Landesamt']
KS,successor_id_mv,strings,,4734,4 %,4878,4666,['KS00048067']
KS,title,text,,131617,100 %,131617,126603,Müller
KS,titleSuffix,text,,5168,4 %,5168,855,Veranstaltung
KS,url,string,,131617,100 %,131617,131617,https://www.dla-marbach.de/find/opac/id/KS00002680
KS,website_description_mv,texts,,8090,6 %,9349,5163,['Homepage']
KS,website_url_mv,strings,,8649,7 %,9924,9650,['https://www.frauenrat.de/deutsch/verband/geschichte.html']
MM,accessLevel,string,,119154,84 %,119154,11,campus
MM,category,text,,141578,100 %,141578,8,LNK
MM,dateCataloged,daterange,,141577,100 %,141577,5335,2011-04-15
MM,dateModified,daterange,,141578,100 %,141578,2139,2026-05-11
MM,display,text_normalized,Hauptbezeichnung,141578,100 %,141578,136632,Elektronische Ressource: Zugang beim Produzenten
MM,fileExtension,string,Dateinamenserweiterung,113574,80 %,113574,35,jpg
MM,filePath,string,,141578,100 %,141578,141552,https://digital.dla-marbach.de/files/dbst02/public/2020/20200930/20200930-0001.pdf?media_access=public
MM,hyperlink,string,Link zum Objekt,119109,84 %,119109,119088,https://digital.dla-marbach.de/files/dbst02/public/2020/20200930/20200930-0001.pdf?media_access=public
MM,id,string,,141578,100 %,141578,141578,MM00024397
MM,license,string,,2411,2 %,2411,3,CC0
MM,licenseNote,text,,1134,1 %,1134,109,LiN - Rechte uneingeschränkt erteilt
MM,schemaVersion,string,,141578,100 %,141578,1,1.0.0
MM,searchBoost,float,Gewichtung Relevanzranking,141578,100 %,141578,1,0.1
MM,source,string,,141578,100 %,141578,1,MM
MM,storageArea,string,,22465,16 %,22465,17,DBST03
MM,thumbnail,string,Link zum Vorschaubild,115849,82 %,115849,115839,"https://digital.dla-marbach.de/iiif/2/0%2f2%2f12004%2f12004-6.jpg/full/!480,480/0/default.jpg?media_access=public"
MM,title,text,,141578,100 %,141578,136632,Elektronische Ressource: Zugang beim Produzenten
MM,url,string,,141578,100 %,141578,141578,https://www.dla-marbach.de/find/opac/id/MM00037641
PE,categoryEntity_mv,texts,,157153,27 %,157207,16,['Person']
PE,categoryIndex_mv,texts,,70310,12 %,82597,15,['Literarische/r Autor/in im Sinne der Bibliothek']
PE,classificationNewspaper_comment_mv,texts,,15581,3 %,15582,34,"['Autoren, Kritiker und Übersetzer']"
PE,classificationNewspaper_text_mv,texts,,15590,3 %,15591,40,['xy']
PE,classificationOther_comment_mv,texts,,4,0 %,4,1,Geschichte der Literaturwissenschaft
PE,classificationOther_text_mv,texts,,11,0 %,11,3,9.9.8
PE,corporation_display_mv,texts,aus KS display,27,0 %,28,27,"['S.-Fischer-Verlag <Frankfurt, Main> (1950-)']"
PE,corporation_id_mv,strings,,27,0 %,28,27,['KS00011786']
PE,country_mv,texts,,163945,28 %,187957,264,['Deutschland']
PE,dateActivityEnd,daterange,,5787,1 %,5787,315,1920
PE,dateActivityStart,daterange,,14848,3 %,14848,359,2009
PE,dateCataloged,daterange,,584974,100 %,584974,7762,1997-06-17
PE,dateLifespanComment_mv,texts,,12445,2 %,12458,8931,['20./21. Jh.']
PE,dateLifespanEnd,daterange,,87188,15 %,87188,35406,1945
PE,dateLifespanStart,daterange,,176231,30 %,176231,44833,1964
PE,dateModified,daterange,,584974,100 %,584974,1,2026-08-05
PE,dateRetention,text,,62200,11 %,62200,488,2015
PE,display,text_normalized,Hauptbezeichnung,584974,100 %,584974,579246,"Schmidt, Walter"
PE,displayAddition1,text,Dritte Zeile der Trefferliste,167158,29 %,167158,56286,Schriftsteller
PE,displayAddition2,text,Vierte Zeile der Trefferliste,15025,3 %,15025,3958,Wirkungsdaten: 2009-
PE,filterDatePoint_mv,datepoints,Facette Zeit (Zeitpunkte),190361,33 %,283835,64474,['1964-01-01T00:00:00Z']
PE,filterDateRange_mv,dateranges,Facette Zeit (Zeiträume),190443,33 %,192875,84440,['1964']
PE,filterLocation_mv,strings,Facette Ort,135998,23 %,237732,32607,['Berlin']
PE,filterLocationType_mv,strings,Facette Ort mit Typ,135998,23 %,237732,41983,['Berlin␝Wirkungsort']
PE,filterSource,string,Facette Datenbestand,584974,100 %,584974,1,Personen
PE,filterType_mv,strings,Facette Medientyp,584974,100 %,584974,1,Normdaten
PE,gender,string,,189157,32 %,189157,3,männlich
PE,gnd_id_mv,strings,,198971,34 %,200001,199913,['11921895X']
PE,gnd_type_mv,strings,,198967,34 %,199997,4,['GND-Nr.']
PE,id,string,,584974,100 %,584974,584974,PE00432867
PE,linkCommonsImage_file_mv,strings,aus lobid-gnd depiction und Wikidata P18,43085,7 %,46371,45364,['Steinunn%20Sigurdard%C3%B3ttir%202011%20%28cropped%29.jpg']
PE,linkCommonsImage_rights_mv,strings,aus Wikimedia Commons Artist/License,43085,7 %,46371,20752,['Wikimedia Commons | Public domain']
PE,linkCommonsSignature_file_mv,strings,aus Wikidata P109,4604,1 %,4637,4632,['Elisaveta%20of%20Romania%20-%20signature.png']
PE,linkCommonsSignature_rights_mv,strings,generiert aus Wikimedia Commons Artist/License,4604,1 %,4637,3866,['Wikimedia Commons | Public domain']
PE,linkDeutscheBiographie_mv,strings,aus lobid-gnd,11966,2 %,14786,14758,['pnd119425378.html#adbcontent']
PE,linkFilmportal_mv,strings,aus lobid-gnd sameAs:filmportal und Wikidata P2639,14453,2 %,14652,14557,['ad24e8b3947a4fa19f11f417c4560be9']
PE,linkWikidata,string,aus lobid-gnd,161645,28 %,161645,161555,Q201732
PE,linkWikidataWebsite_mv,strings,aus Wikidata P856,6332,1 %,6544,6532,['https://rusf.ru/abs/']
PE,linkWikipedia,string,aus lobid sameAs:dewiki,80873,14 %,80873,80811,Ibn_Batt%C5%ABta
PE,nameAlternative_comment_mv,texts,,7773,1 %,61475,3247,['Geburtsname']
PE,nameAlternative_name_mv,texts,,113691,19 %,328580,317211,"['Meinsam, G.']"
PE,nameAlternative_suffix_mv,texts,,3001,1 %,37073,5456,"['$cSir', '␣', '␣', '␣']"
PE,nameAlternative_type_mv,strings,,63593,11 %,214786,47,['Verweisung']
PE,noteExplanatory_text_mv,texts,,93368,16 %,129399,107953,['gnd1']
PE,noteExplanatory_type_mv,strings,,74737,13 %,108713,41,['Geschichte des Werks']
PE,noteRemark_text_mv,texts,,908,0 %,987,883,['SWB']
PE,noteRemark_type_mv,strings,,644,0 %,701,11,['Biografische Angaben']
PE,occupation_mv,texts,,167158,29 %,328630,9021,['Schriftsteller']
PE,place_mv,texts,,137693,24 %,242300,33116,['Berlin']
PE,placeBirth,text,,105657,18 %,105657,23426,Berlin
PE,placeDeath,text,,47909,8 %,47909,9337,Berlin
PE,reference_text_mv,texts,,201342,34 %,396009,71910,['GND']
PE,reference_type_mv,strings,,140706,24 %,291105,7,['positiv']
PE,relation_comment_mv,texts,,34712,6 %,218060,14715,"['Ehemann', '␣']"
PE,relation_id_mv,strings,,145170,25 %,615311,54864,['TH00001621']
PE,relation_text_mv,texts,,186836,32 %,714572,102430,['Schriftsteller']
PE,relation_type_mv,strings,,186846,32 %,714582,53,['Charakt. Beruf']
PE,schemaVersion,string,,584974,100 %,584974,1,1.0.0
PE,searchBoost,float,Gewichtung Relevanzranking,584974,100 %,584974,1,0.5
PE,searchDate_mv,strings,Suche nach Datumsangaben in der Form TT.MM.JJJJ,190361,33 %,403586,128879,['1964']
PE,searchEntity_id_mv,strings,IDs der Normdaten-Verweise,219606,38 %,219606,219606,PE00024109
PE,searchEntityScore,int,Anzahl der Verweise auf diesen Normdatensatz,219606,38 %,219606,1166,2
PE,searchSuggestPayload,string,ID und Anzeigetitel für Suggester (Trennzeichen: ␝),219606,38 %,219606,219606,"PE00657580␝Böhnen, Franz von"
PE,searchSuggestTerm_mv,strings,Suchbegriffe für Suggester,219606,38 %,527561,515230,"['Meyer, Wilhelm']"
PE,seeAlso_display_mv,texts,aus PE display,165,0 %,165,165,"Tetzner-Hallard, Ruth"
PE,seeAlso_id_mv,strings,,165,0 %,165,165,PE00035305
PE,source,string,,584974,100 %,584974,1,PE
PE,statusEditing,string,,584974,100 %,584974,2,nicht-individualisiert
PE,title,text,,584974,100 %,584974,540500,"Müller, Wilhelm"
PE,titlePrefix,text,,9010,2 %,9010,986,Prof. Dr.
PE,titleSuffix,text,,655,0 %,655,483,Familie
PE,titleType,string,,3343,1 %,3343,15,pn
PE,url,string,,584974,100 %,584974,584974,https://www.dla-marbach.de/find/opac/id/PE00666327
PE,website_description_mv,texts,,39620,7 %,46809,16839,['Homepage']
PE,website_url_mv,strings,,40408,7 %,47654,45065,['http://www.deutsche-biographie.de']
SE,category,text,,232556,100 %,232556,3,Kette Bibliothek
SE,classificationAuthor_display_mv,texts,aus SY display,147216,63 %,147216,327,A0. Sekundärliteratur (nicht weiter differenziert)
SE,classificationAuthor_id_mv,strings,,147216,63 %,147216,327,SY00054891
SE,classificationChain,string,,232745,100 %,232745,232379,PE00022566 TE00039059
SE,classificationForm_display_mv,texts,aus SY display,1622,1 %,1622,12,F7. Einzelne Länder und Orte
SE,classificationForm_id_mv,strings,,1622,1 %,1622,12,SY00000115
SE,classificationSubject_display_mv,texts,aus SY display,51333,22 %,51333,4563,S8.1.8.2. Einzelne Tagungen zur deutschen Literatur
SE,classificationSubject_id_mv,strings,,51333,22 %,51333,4563,SY00004620
SE,corporation_display_mv,texts,aus KS display,19935,9 %,19977,15241,"['Suhrkamp-Verlag <Frankfurt, Main> (1950-)']"
SE,corporation_id_mv,strings,,19935,9 %,19977,15243,['KS00001261']
SE,dateCataloged,daterange,,232758,100 %,232758,6896,2004-10-09
SE,dateModified,daterange,,232758,100 %,232758,3927,2014-06-22
SE,display,text_normalized,Hauptbezeichnung,232758,100 %,232758,232202,ohne Titel
SE,displayAddition1,text,Dritte Zeile der Trefferliste,232556,100 %,232556,3,Kette Bibliothek
SE,filterSource,string,Facette Datenbestand,232758,100 %,232758,1,Systematikketten
SE,filterSubject_mv,strings,Facette Thema,159568,69 %,216262,87864,"['Goethe, Johann Wolfgang von (1749-1832)']"
SE,filterType_mv,strings,Facette Medientyp,232758,100 %,232758,1,Normdaten
SE,id,string,,232758,100 %,232758,232758,SE00001297
SE,person_display_mv,texts,aus PE display,174692,75 %,183626,46614,"['Döblin, Alfred (1878-1957)']"
SE,person_id_mv,strings,,174692,75 %,183626,46627,['PE00006675']
SE,schemaVersion,string,,232758,100 %,232758,1,1.0.0
SE,searchBoost,float,Gewichtung Relevanzranking,232758,100 %,232758,1,0.3
SE,searchEntity_id_mv,strings,IDs der Normdaten-Verweise,193844,83 %,251598,98814,['PE00001233']
SE,sequence_mv,strings,,232745,100 %,599877,8,"['Person', 'Autorenschema']"
SE,source,string,,232758,100 %,232758,1,SE
SE,subject_display_mv,texts,aus TH display,87705,38 %,148094,23607,['Autogramm']
SE,subject_id_mv,strings,,87705,38 %,148094,23641,['TH00039059']
SE,title,text,,232745,100 %,232745,232201,"Kariger, Jean Jacques / Autogramm"
SE,url,string,,232758,100 %,232758,232758,https://www.dla-marbach.de/find/opac/id/SE00079198
SE,work_display_mv,texts,aus AK display,47916,21 %,47995,36818,"['Döblin, Alfred (1878-1957). Berlin Alexanderplatz (Roman : 1929)']"
SE,work_id_mv,strings,,47916,21 %,47995,36944,['AK00041823']
SY,category,text,,7585,100 %,7585,3,Basisnotation
SY,child_display_mv,texts,aus SY display,1552,20 %,7573,7573,"['S8.6.11.3.1. Jüdisch-deutsche Literatur / Literarische Zeitschriften / Allgemeines', 'S8.6.11.3.2. Jüdisch-deutsche Literatur / Einzelne literarische Zeitschriften']"
SY,child_id_mv,strings,,1552,20 %,7573,7573,"['SY00019289', 'SY00019290', 'SY00019291']"
SY,dateCataloged,daterange,,7586,100 %,7586,212,2000-04-20
SY,dateModified,daterange,,7587,100 %,7587,113,2010-03-05
SY,display,text_normalized,Hauptbezeichnung,7587,100 %,7587,7584,S8.6.22. Protestantische Literatur
SY,displayAddition1,text,Dritte Zeile der Trefferliste,7585,100 %,7585,3,Basisnotation
SY,filterSource,string,Facette Datenbestand,7587,100 %,7587,1,Fachsystematik
SY,filterType_mv,strings,Facette Medientyp,7587,100 %,7587,1,Normdaten
SY,id,string,,7587,100 %,7587,7587,SY00013363
SY,notation,string,,7587,100 %,7587,7559,S8.6.Vw
SY,parent_display_mv,texts,aus SY display,7573,100 %,7573,1552,S8.6. Deutsche Literatur / Aspekte
SY,parent_id_mv,strings,,7573,100 %,7573,1552,SY00004531
SY,schemaVersion,string,,7587,100 %,7587,1,1.0.0
SY,searchBoost,float,Gewichtung Relevanzranking,7587,100 %,7587,1,0.2
SY,seeAlso_display_mv,texts,aus SY display,76,1 %,82,74,['S8.6.6. Geistliche Literatur']
SY,seeAlso_id_mv,strings,,76,1 %,82,76,['SY00005895']
SY,source,string,,7587,100 %,7587,1,SY
SY,subjectOther_mv,texts,,2086,27 %,2086,955,"Textsammlung, Anthologie, Lesebuch, Lesebücher, Anthologien, Sammlung, Sammlungen"
SY,title,text,,7587,100 %,7587,7531,"Deutsche Literaturwissenschaft / Einzelne Themen, Probleme"
SY,titleShort,text,,7587,100 %,7587,1800,Allgemeines
SY,url,string,,7587,100 %,7587,7587,https://www.dla-marbach.de/find/opac/id/SY00005494
TH,category,text,,72866,100 %,72866,3,Deskriptor
TH,categorySub,text,,72722,100 %,72722,6,geographisches/ethnisches Schlagwort
TH,child_display_mv,texts,aus TH display,2557,4 %,7533,6934,"['Diakonie', 'Caritas']"
TH,child_id_mv,strings,,2557,4 %,7533,6937,['TH00002721']
TH,country_mv,texts,,23429,32 %,26286,290,['Deutschland Baden-Württemberg']
TH,dateCataloged,daterange,,72866,100 %,72866,5418,2014-06-21
TH,dateModified,daterange,,72866,100 %,72866,1,2026-08-05
TH,dateOriginEnd,daterange,,1424,2 %,1424,426,1945
TH,dateOriginStart,daterange,,1753,2 %,1753,514,1945
TH,display,text_normalized,Hauptbezeichnung,72866,100 %,72866,72403,Grisons
TH,displayAddition1,text,Dritte Zeile der Trefferliste,72866,100 %,72866,14,Deskriptor. - geographisches/ethnisches Schlagwort
TH,filterDatePoint_mv,datepoints,Facette Zeit (Zeitpunkte),2700,4 %,3138,703,['1945-01-01T00:00:00Z']
TH,filterDateRange_mv,dateranges,Facette Zeit (Zeiträume),2700,4 %,2700,931,1945
TH,filterLanguage_mv,strings,Facette Sprache,275,0 %,275,85,Deutsch
TH,filterLanguageType_mv,strings,Facette Sprache mit Typ,275,0 %,275,85,Deutsch␝Original
TH,filterLocation_mv,strings,Facette Ort,1276,2 %,1440,721,['Deutschland']
TH,filterLocationType_mv,strings,Facette Ort mit Typ,1276,2 %,1440,788,['Deutschland␝nicht bestimmt']
TH,filterSource,string,Facette Datenbestand,72866,100 %,72866,1,Orte und Sachbegriffe
TH,filterType_mv,strings,Facette Medientyp,72866,100 %,72866,1,Normdaten
TH,gnd_id_mv,strings,,34422,47 %,34422,34415,4198942-9
TH,id,string,,72866,100 %,72866,72866,TH00030255
TH,language_mv,texts,,275,0 %,275,85,Deutsch
TH,parent_display_mv,texts,aus TH display,7897,11 %,8680,2562,['Motiv']
TH,parent_id_mv,strings,,7897,11 %,8680,2566,['TH00021502']
TH,reference_text_mv,texts,,34746,48 %,144497,53033,['z']
TH,reference_type_mv,strings,,34672,48 %,144420,13,"['Regelwerk', 'Quelle']"
TH,relation_comment_mv,texts,,245,0 %,2327,71,"['Ort der Verleihung', '␣', '␣', '␣']"
TH,relation_id_mv,strings,,31108,43 %,501945,182980,['TH00122554']
TH,relation_text_mv,texts,,32634,45 %,503920,190890,['Fluss']
TH,relation_type_mv,strings,,32634,45 %,503920,70,['Relation']
TH,schemaVersion,string,,72866,100 %,72866,1,1.0.0
TH,searchBoost,float,Gewichtung Relevanzranking,72866,100 %,72866,1,0.4
TH,searchDate_mv,strings,Suche nach Datumsangaben in der Form TT.MM.JJJJ,2700,4 %,4054,1168,['1945']
TH,seeAlso_display_mv,texts,aus TH display,59,0 %,84,59,['Nummer']
TH,seeAlso_id_mv,strings,,59,0 %,84,59,['TH00039104']
TH,source,string,,72866,100 %,72866,1,TH
TH,title,text,,72866,100 %,72866,72403,Grisons
TH,url,string,,72866,100 %,72866,72866,https://www.dla-marbach.de/find/opac/id/TH00257165
TH,useTerm_display_mv,texts,aus TH display,27102,37 %,27259,10000,['Sankt Petersburg']
TH,useTerm_id_mv,strings,,27102,37 %,27259,10017,['TH00004292']
TH,usedFor_display_mv,texts,aus TH display,10068,14 %,27017,26428,['Annotation']
TH,usedFor_id_mv,strings,,10068,14 %,27017,26613,['TH00844528']
